Titre,Entreprise,Lieu,Contrat,Salaire
Business Développeur H/F - 25,PLUS QUE PRO,Besançon (25),Indépendant / Franchisé,30 000 € - 150 000 € par an
Business Developpeur H/F -02,PLUS QUE PRO,Soissons (02),Indépendant / Franchisé,30 000 € - 150 000 € par an
Développeur Full Stack dans un environnement Agile,AIRBUS,Paris (75),CDI,N/A
Développeur C++ Qt / Environnement Médical,BlueDocker,Grenoble (38),Indépendant / Franchisé,N/A
Développeur PHP/Symfony Sénior – Évolution Tech Lead (H/F),Groupe Talents Handicap,Seine-Saint-Denis (93),CDI,N/A
Développeur/se Senior Java - Services Financiers – Lyon,Groupe Talents Handicap,Lyon (69),CDI,N/A
Développeur/se  – C++ – Transport - Sophia Antipolis,Groupe Talents Handicap,Alpes-Maritimes (06),CDI,N/A
Développeur Java springboot – Administration publique,Silkhom,Paris (75),Indépendant / Franchisé,N/A
Alternance Développeur Web Junior,IMIE Paris,Paris (75),Alternance / Apprentissage- 24 mois,N/A
Développeur C++ Qt / Environnement Médical,Silkhom,Grenoble (38),Indépendant / Franchisé,N/A
Alternance Développeur Backend H/F - Quimper (F/H),ISCOD ALTERNANCE,Quimper (29),Alternance / Apprentissage,N/A
Alternance Développeur Front End,IMIE Paris,Courbevoie (92),Alternance / Apprentissage- 12 mois,N/A
Développeur C++ Qt / Environnement Médical,Silkhom,Grenoble (38),Indépendant / Franchisé,N/A
Développeur C++ Qt / Environnement Médical,BlueDocker,Grenoble (38),Indépendant / Franchisé,N/A
Alternance Développeur Backend H/F - Quimper (F/H),ISCOD ALTERNANCE,Quimper (29),Alternance / Apprentissage,N/A
Alternance Développeur junior,IMIE Paris,Puteaux (92),Alternance / Apprentissage- 12 mois,N/A
Alternance Codeur Développeur Web,IMIE Paris,Paris (75),Alternance / Apprentissage- 12 mois,N/A
Alternance Développeur Web Junior,IMIE Paris,Paris (75),Alternance / Apprentissage- 24 mois,N/A
DÉVELOPPEUR WEB FULLSTACK C# .NET (F/H),Expectra,Saint-Alban (31),CDI,38 000 € - 45 000 € par an
Alternance Développeur Web,IMIE Paris,Paris (75),Alternance / Apprentissage- 12 mois,N/A
"Ingénieur logiciel senior / Développeur Java expérimenté (spatial) - Toulouse, France  (H/F)",Groupe Talents Handicap,Toulouse (31),CDI,N/A
Développeur Logiciel - Alternance,IMIE Paris,Clichy (92),Alternance / Apprentissage- 12 mois,N/A
Alternance Développeur mobile,IMIE Paris,Puteaux (92),Alternance / Apprentissage- 12 mois,N/A
Business développeur H/F- 57,PLUS QUE PRO,Metz (57),Indépendant / Franchisé,30 000 € - 150 000 € par an
Alternance Développeur Front End,IMIE Paris,Courbevoie (92),Alternance / Apprentissage- 12 mois,N/A
Alternance - Développeur .NET,IMIE Paris,Asnières-sur-Seine (92),Alternance / Apprentissage- 12 mois,N/A
Alternance Développeur Fullstack,IMIE Paris,Courbevoie (92),Alternance / Apprentissage- 12 mois,N/A
Business développeur H/F- 51,PLUS QUE PRO,Reims (51),Indépendant / Franchisé,30 000 € - 150 000 € par an
Développeur Chatbot Python,IMIE Paris,Montrouge (92),Alternance / Apprentissage- 1 an,N/A
Développeur IA - BAC+4/5,IMIE Paris,Levallois-Perret (92),Alternance / Apprentissage- 1 mois,À partir de 1 000 € par an
DÉVELOPPEUR ASP.NET CORE - 80% TÉLÉTRAVAIL/REMOTE (F/H),Expectra,La Rochelle (17),CDI,40 000 € - 45 000 € par an
Alternance Développeur web (H/F) - Calonne-Ricouart (F/H),ISCOD ALTERNANCE,Calonne-Ricouart (62),Alternance / Apprentissage,N/A
Ingénieur Développeur Python-React (F/H),THALES,Vélizy-Villacoublay (78),CDI,N/A
Alternance – Ingénieur Développeur Web – H/F,Naval Group,Toulon (83),Alternance / Apprentissage,N/A
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Marseille (13),CDI,45 000 € - 60 000 € par an
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Nantes (44),CDI,45 000 € - 60 000 € par an
"Ingénieur logiciel senior / Développeur Java expérimenté (spatial) - Toulouse, France  (H/F)",Groupe Talents Handicap,Toulouse (31),CDI,N/A
Alternance Développeur junior,IMIE Paris,Puteaux (92),Alternance / Apprentissage- 12 mois,N/A
Développeur(euse) Expert(e) – Java Fullstack – Energie & Télécom - Lyon,Groupe Talents Handicap,Lyon (69),CDI,N/A
Alternance Développeur Web,IMIE Paris,Paris (75),Alternance / Apprentissage- 12 mois,N/A
Développeur Expert – Java Fullstack - Transport – Ile-de-Fance,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Développeur Logiciel - Alternance,IMIE Paris,Clichy (92),Alternance / Apprentissage- 12 mois,N/A
Alternance Développeur mobile,IMIE Paris,Puteaux (92),Alternance / Apprentissage- 12 mois,N/A
Business développeur H/F- 57,PLUS QUE PRO,Metz (57),Indépendant / Franchisé,30 000 € - 150 000 € par an
Consultant Développeur WINDEV (H/F),Le Mercato de l'Emploi,Grenoble (38),CDD- 6 mois,30 000 € - 35 000 € par an
DÉVELOPPEUR ASP.NET CORE - 80% TÉLÉTRAVAIL/REMOTE (F/H),Expectra,La Rochelle (17),CDI,40 000 € - 45 000 € par an
Alternance développeur web H/F,Icademie,Aix-en-Provence (13),Alternance / Apprentissage,"774,77 € - 1 801,8 €"
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Lyon (69),CDI,45 000 € - 60 000 € par an
Développeur(euse) Expert – Java Fullstack -  Services Publics - Ile de France,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Développeur(se) Fullstack Java/Angular & Cloud - Aéroline – Bordeaux,Groupe Talents Handicap,Bordeaux (33),CDI,N/A
Développeur/se - Full Stack - Java & Angular - Services Publics - Strasbourg,Groupe Talents Handicap,Strasbourg (67),CDI,N/A
Développeur/se full stack - Java et Angular - Grenoble,Groupe Talents Handicap,Grenoble (38),CDI,N/A
Développeur(se) C# .NET senior  Services Financiers Lille,Groupe Talents Handicap,Nord (59),CDI,N/A
Développeur Expert – Java Fullstack - Transport – Ile-de-Fance,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
"Développeur(se) Java - Telecom, Medias & Entertainment - Ile de France",Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Alternance développeur web H/F,Icademie,Aix-en-Provence (13),Alternance / Apprentissage,"774,77 € - 1 801,8 €"
DEVELOPPEUR R&D,SUPPLAY,La Chapelle-Saint-Luc (10),CDI,N/A
Développeur(se) Fullstack Java/Angular & Cloud - Aéroline – Bordeaux,Groupe Talents Handicap,Bordeaux (33),CDI,N/A
Développeur(se) senior Java Fullstack Services Financiers Lille,Groupe Talents Handicap,Nord (59),CDI,N/A
Développeur/se - Full Stack - Défense & Sécurité - Ile de France,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Développeur commercial F/H,ACTUA,Strasbourg (67),CDI,2 200 € - 2 400 € par mois
Formateur développeur en électrotechnique H/F,Crit,Saint-Marcel (27),CDI,25 000 € - 35 000 € par an
Développeur(se) - Java & Cloud - Services Publics - Bordeaux,Groupe Talents Handicap,Bordeaux (33),CDI,N/A
Business Développeur Sédentaire H/F,Page Personnel,Saint-Herblain (44),CDI,26 000 € - 30 000 € par an
Développeur Interopérabilité HL7/XML H/F,Michael Page,Versailles (78),CDI,38 000 € - 40 000 € par an
Lead Développeur/se - Full stack - Services Publics - Nantes,Groupe Talents Handicap,Nantes (44),CDI,N/A
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Boulogne-Billancourt (92),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Paris (75),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Bois-Colombes (92),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Saint-Denis (93),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Alternant Développeur PHP (H/F) Alternance / Apprentissage H/F,Bloom Alternance,Versailles (78),Alternance / Apprentissage,N/A
Lead Développeur PHP  H/F,Lynx RH,Montpellier (34),CDI,47 000 € - 50 000 € par an
TECHNICIEN SYSTEMES DU NUMERIQUE - DEVELOPPEUR INFORMATIQUE,armée de l'Air et de l'Espace,Toulouse (31),CDD,1 980 € - 2 700 € par mois
Alternant Développeur Applicatif – Java / Angular (H/F),Groupe Talents Handicap,Hauts-de-Seine (92),Alternance / Apprentissage,N/A
Développeur d'Affaires RH Indépendant H/F,Le Mercato de l'Emploi,Lyon (69),Indépendant / Franchisé,2 500 € - 6 000 € par mois
Développeur Senior Video Management System H/F,Teamis,Paris (75),CDI,70 000 € - 110 000 € par an
Développeur C++ Qt – Robotique Médicale,BlueDocker,Grenoble (38),Indépendant / Franchisé,N/A
Développeur Interopérabilité HL7/XML H/F,Michael Page,Versailles (78),CDI,38 000 € - 40 000 € par an
Alternance – Développeur Web & Mobile (H/F),One business School,Lyon (69),Alternance / Apprentissage- 1 an,486 € - 1 800 € par an
Développeur commercial Gestion locative et saisonnières - VRP - F/H,Foncia,Albertville (73),CDI,N/A
Lead Développeur PHP  H/F,Lynx RH,Montpellier (34),CDI,47 000 € - 50 000 € par an
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Saint-Denis (93),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Bois-Colombes (92),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Boulogne-Billancourt (92),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Développeur d'application Python - (H/F) - En alternance,OpenClassrooms,Paris (75),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Développeur commercial BtoB spécialisé dans l'agencement (h/f),EMO DLSI,Lyon (69),CDI,2 900 € - 3 750 € par mois
TECHNICIEN SYSTEMES DU NUMERIQUE - DEVELOPPEUR INFORMATIQUE,armée de l'Air et de l'Espace,Strasbourg (67),CDD,1 980 € - 2 700 € par mois
TECHNICIEN SYSTEMES DU NUMERIQUE - DEVELOPPEUR INFORMATIQUE,armée de l'Air et de l'Espace,Nancy (54),CDD,1 980 € - 2 700 € par mois
Développeur / Paramétreur IT H/F,BNP PARIBAS,Rouen (76),CDI,N/A
Consultant Développeur Mendix (H/F),Groupe Talents Handicap,Seine-Saint-Denis (93),CDI,N/A
Alternant Commercial Développeur H/F,Icademie,Méru (60),Alternance / Apprentissage,N/A
Testeur logiciel QA / ancien développeur H/F,ADSEARCH,Nice (06),CDI,40 000 € - 50 000 € par an
Développeur d'Affaires RH Indépendant H/F,Le Mercato de l'Emploi,Lyon (69),Indépendant / Franchisé,2 500 € - 6 000 € par mois
Développeur C++ Qt – Robotique Médicale,BlueDocker,Grenoble (38),Indépendant / Franchisé,N/A
Alternance – Développeur Web & Mobile (H/F),One business School,Lyon (69),Alternance / Apprentissage- 1 an,486 € - 1 800 € par an
Développeur Java Fullstack React/Angular - Services Financiers - Ile-De-France,Groupe Talents Handicap,Paris (75),CDI,N/A
Développeur/se Full Stack - Services financiers - Brest,Groupe Talents Handicap,Brest (29),CDI,N/A
Développeur IA - Data Science H/F,Teamis,Lisses (91),CDI,55 000 € - 60 000 € par mois
Développeur(se) - Full Stack Java Angular - Assurance - Le Mans,Groupe Talents Handicap,Le Mans (72),CDI,N/A
Développeur / Paramétreur IT H/F,BNP PARIBAS,Rouen (76),CDI,N/A
Concepteur Développeur d’Applications Alternance / Apprentissage H/F,Bloom Alternance,Villebon-sur-Yvette (91),Alternance / Apprentissage,N/A
Alternant Commercial Développeur H/F,Icademie,Méru (60),Alternance / Apprentissage,N/A
Développeur(se) Fullstack  Java - Espace Défense & Sécurité - Bordeaux,Groupe Talents Handicap,Bordeaux (33),CDI,N/A
Testeur logiciel QA / ancien développeur H/F,ADSEARCH,Nice (06),CDI,40 000 € - 50 000 € par an
Développeur Expert – Java Fullstack -  Services Financiers - Ile de France,Groupe Talents Handicap,Paris (75),CDI,N/A
Développeur Web (H/F) - Alternance - ONE EDUCATION,One business School,Châteauroux (36),Alternance / Apprentissage- 1 an,"486,49 € - 1 801,8 € par mois"
CA-CIB - Développeur Back-End Java Big Data H/F,Michael Page,Montrouge (92),CDI,60 000 € - 70 000 € par an
Développeur Expert - Java Fullstack - Défense & Sécurité - Bordeaux,Groupe Talents Handicap,Bordeaux (33),CDI,N/A
Développeur Commercial - Machine Spéciale H/F,Teamis,Lyon (69),CDI,38 000 € - 45 000 € par an
Développeur/se Expert/e - Full stack - Services Publics - Nantes,Groupe Talents Handicap,Nantes (44),CDI,N/A
Développeur d'Affaires RH Indépendant H/F,Le Mercato de l'Emploi,Versailles (78),Indépendant / Franchisé,N/A
CDI- Ingénieur DevSecOps - Developpeur Rust - H/F,Naval Group,Ollioules (83),CDI,N/A
Développeur(se) Fullstack  Java - Espace Défense & Sécurité - Bordeaux,Groupe Talents Handicap,Bordeaux (33),CDI,N/A
Développeur Informatique Confirmé (C# / Oracle / SQL Server) H/F,FAYAT ENERGIE SERVICES,Rungis (94),CDI,N/A
Concepteur Développeur d’Applications Alternance / Apprentissage H/F,Bloom Alternance,Villebon-sur-Yvette (91),Alternance / Apprentissage,N/A
Alternance Développeur Full Stack - F/H - Paris (F/H),ISCOD ALTERNANCE,Paris (75),Alternance / Apprentissage,N/A
Développeur Expert - Java Fullstack - Défense & Sécurité - Bordeaux,Groupe Talents Handicap,Bordeaux (33),CDI,N/A
DEVELOPPEUR WEB PRESTA SHOP (H/F/D),SAMSIC EMPLOI,Les Arcs (83),Intérim- 3 mois,N/A
Alternance Développeur IA F/H - Vincennes (F/H),ISCOD ALTERNANCE,Vincennes (94),Alternance / Apprentissage,N/A
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Lyon (69),CDI,45 000 € - 60 000 € par an
Alternance Développeur back-end H/F - Boulogne-Billancourt (F/H),ISCOD ALTERNANCE,Boulogne-Billancourt (92),Alternance / Apprentissage,N/A
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Paris (75),CDI,45 000 € - 60 000 € par an
Développeur FullStack Java/Angular secteur de l’énergie,Silkhom,Lyon (69),Indépendant / Franchisé,N/A
Alternance Développeur Fullstack / IA / Data - Paris (F/H),ISCOD ALTERNANCE,Paris (75),Alternance / Apprentissage,N/A
Développeur Python – Système Embarqué sous Linux,Silkhom,Lyon (69),Indépendant / Franchisé,N/A
Alternance Développeur fullstackF/H - Boulogne-Billancourt (F/H),ISCOD ALTERNANCE,Boulogne-Billancourt (92),Alternance / Apprentissage,N/A
Alternance Développeur web F/H - Toulouse (F/H),ISCOD ALTERNANCE,Toulouse (31),Alternance / Apprentissage,N/A
Alternant - Développeur ERP Sage X3,Groupe Talents Handicap,Rhône (69),Alternance / Apprentissage,N/A
Développeur web - Alternance H/F Alternance / Apprentissage H/F,Bloom Alternance,Nantes (44),Alternance / Apprentissage,N/A
Concepteur Développeur d’Applications Alternance / Apprentissage H/F,Bloom Alternance,Villebon-sur-Yvette (91),Alternance / Apprentissage,N/A
Alternance Développeur BI F/H - Boulogne-Billancourt (F/H),ISCOD ALTERNANCE,Boulogne-Billancourt (92),Alternance / Apprentissage,N/A
Développeur Langage C – Solutions de Connectivité,Silkhom,Nantes (44),Indépendant / Franchisé,N/A
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Marseille (13),CDI,45 000 € - 60 000 € par an
Alternance Développeur BI F/H - Boulogne-Billancourt (F/H),ISCOD ALTERNANCE,Boulogne-Billancourt (92),Alternance / Apprentissage,N/A
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Nantes (44),CDI,45 000 € - 60 000 € par an
Développeur Fullstack (React ou Django) - F/H (Full remote possible),Teamis,Rennes (35),CDI,45 000 € - 60 000 € par an
Business Développeur Industrie f/h,ELATOS,Nice (06),CDI,N/A
Développeur(se) C# .NET - Services Financiers - Nancy,Groupe Talents Handicap,Moselle (57),CDI,N/A
Alternance Développeur CMS & Python/Java - Saint-Gratien (F/H),ISCOD ALTERNANCE,Saint-Gratien (95),Alternance / Apprentissage,N/A
Développeur IA - Alternance H/F Alternance / Apprentissage H/F,Bloom Alternance,Paris (75),Alternance / Apprentissage,N/A
Développeur fullstack - Alternance H/F Alternance / Apprentissage H/F,Bloom Alternance,Paris (75),Alternance / Apprentissage,N/A
Développeur Commercial - Machine Spéciale H/F,Teamis,Clermont-Ferrand (63),CDI,38 000 € - 45 000 € par an
Développeur Commercial - Machine Spéciale H/F,Teamis,Bordeaux (33),CDI,38 000 € - 45 000 € par an
"Développeur(euse) Expérimenté(e) - Node JS, React JS & Angular - Industrie & Services - Annecy",Groupe Talents Handicap,Annecy (74),CDI,N/A
Alternance Développeur(se) – Java – Tours,Groupe Talents Handicap,Tours (37),Alternance / Apprentissage,N/A
Alternance - Développeur d'application Alternance / Apprentissage H/F,Bloom Alternance,Lyon (69),Alternance / Apprentissage,N/A
Développeur(se) C# .NET Services Financiers Strasbourg,Groupe Talents Handicap,Strasbourg (67),CDI,N/A
Alternance - Développeur/se - Java - Lyon,Groupe Talents Handicap,Lyon (69),Alternance / Apprentissage,N/A
Développeur Commercial - Machine Spéciale H/F,Teamis,Toulouse (31),CDI,38 000 € - 45 000 € par an
Développeur Web Fullstack (H/F) Alternance / Apprentissage H/F,Bloom Alternance,Saint-Ouen-sur-Seine (93),Alternance / Apprentissage,N/A
Développeur/se - Full Stack Java - Energy & Utilities - Île-de-France,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Alternance - Concepteur développeur Full Stack H/F,PRO BTP,Cagnes-sur-Mer (06),Alternance / Apprentissage,N/A
DEVELOPPEUR PRODUIT (H/F/D),Gif,Nîmes (30),"CDI, Intérim- 3 mois",N/A
Développeur(euse) - Java et/ou C/C++ - Energie & Télécom - Aix-En-Provence,Groupe Talents Handicap,Bouches-du-Rhône (13),CDI,N/A
Développeur Commercial - Machine Spéciale H/F,Teamis,Marseille (13),CDI,38 000 € - 45 000 € par an
Développeur Commercial - Machine Spéciale H/F,Teamis,Marseille (13),CDI,38 000 € - 45 000 € par an
